id,usuario_id,numero_cuenta,tipo_cuenta,saldo
50,53735,ES7327076710686168781913,ahorro,"31523,94"
51,47424,ES9158937266094820794888,ahorro,"75224,66"
52,50686,ES2560874262052129442227,empresa,"26790,64"
53,47701,ES9147024547127626208893,nómina,"3031,9"
54,51274,ES4792288573134633965419,empresa,"8253,14"
55,52370,ES6194786803494001030342,nómina,"77392,15"
56,52082,ES4329609378630786364084,empresa,"20869,87"
57,53697,ES1855398813940550907978,empresa,"39353,22"
58,53285,ES8105224120474734007483,nómina,"18074,1"
59,51847,ES1154825744928039584178,ahorro,"48718,34"
60,48152,ES2993564922876783800444,empresa,"71509,49"
61,51400,ES7174436614823650393200,empresa,"84618,19"
62,52398,ES9057985336316645295714,empresa,"94307,92"
63,52169,ES4595939082330365264943,ahorro,"95144,86"
64,51048,ES7881323071655315482367,empresa,"42336,91"
65,42770,ES1631171370027229564118,ahorro,"68289,62"
66,44140,ES9111512092710806655741,ahorro,"41263,72"
67,43284,ES3368359792532996678428,ahorro,"11709,45"
68,49925,ES9561506230130322976997,nómina,"987,47"
69,44290,ES8955819860033240179296,nómina,"8946,1"
70,45031,ES6561875747000590181869,empresa,"32964,52"
71,45584,ES8110158624352951740347,empresa,"14947,95"
72,51529,ES2506792423488617332843,ahorro,"52541,94"
73,43841,ES5013930394601214114421,empresa,"58794,3"
74,52263,ES4787150856652575819152,empresa,"41729,44"
75,46565,ES7648729031609560590450,empresa,"89257,61"
76,43303,ES6484985708284521530000,empresa,"12490,14"
77,49526,ES8330122213456680109244,ahorro,"4222,41"
78,43025,ES2327685888024241113775,nómina,"26986,84"
79,52814,ES5415152986872921129282,empresa,"37799,73"
80,43804,ES5489111478900773226251,empresa,"86671,43"
81,45284,ES4575904905907223068747,empresa,"99276,01"
82,45757,ES1174625539398390967029,nómina,"43789,34"
83,44528,ES7430549579992644201072,ahorro,"81900,22"
84,48139,ES3615774735548442808324,ahorro,"94227,55"
85,43144,ES1471096454279186487394,nómina,"10618,03"
86,44045,ES6497318357867005148153,empresa,"27207,85"
87,50854,ES3463716460229776036933,nómina,"59285,88"
88,43104,ES7134259009191113811905,empresa,"17821,7"
89,45239,ES6748789140853666070863,empresa,"59541,13"
90,54202,ES5446027182121633505622,empresa,"7883,98"
91,44086,ES7701411649487636605457,nómina,"41342,79"
92,52021,ES1088633470165556338496,ahorro,"99421,31"
93,51266,ES1935625309130180102170,nómina,"98467,7"
94,43505,ES8441127051118506776878,nómina,"71049,23"
95,53225,ES3855529526899711163069,empresa,"69126,7"
96,46068,ES2711002419021869790854,empresa,"61694,18"
97,43998,ES2893062191565762195364,ahorro,"71317,09"
98,49846,ES2898750613173490616074,nómina,"84197,41"
99,42914,ES2109214036186525573839,empresa,"1059,34"
100,52770,ES1621270454875021651120,ahorro,"86763,24"
101,49770,ES6214315150759741778417,nómina,"25280,01"
102,49230,ES4929815602162692400074,nómina,"95313,01"
103,48446,ES8067641251349808700965,empresa,"3637,69"
104,54180,ES9102484877004565816611,empresa,"13600,24"
105,43812,ES1890764419353080856364,ahorro,"18083,29"
106,50551,ES6603044834364175436850,nómina,"63615,33"
107,53947,ES3674467922808543862931,empresa,"28993,03"
108,48544,ES6234120408089474192781,nómina,"6732,14"
109,48628,ES1416877017369919528851,empresa,"43940,83"
110,48771,ES7405432953178830855069,ahorro,"51357,51"
111,52392,ES7238838077981709590185,ahorro,"30216,93"
112,48281,ES1154786992649737752747,nómina,"30020,25"
113,50817,ES8928996577016371111692,ahorro,"46928,69"
114,52139,ES1254039208093098783814,nómina,"58751,62"
115,46272,ES7649380321706163507252,nómina,"10277,32"
116,49956,ES6518824425418407792998,nómina,"8493,91"
117,48810,ES7257142967992207900971,ahorro,"54229,61"
118,44223,ES6048635290210704048638,ahorro,"26653,58"
119,53608,ES5067619776341788052418,empresa,"63747,18"
120,42887,ES4288953355904598611122,ahorro,"3172,93"
121,54015,ES6614438119509521658769,ahorro,"80998,03"
122,44851,ES2160867735931906010186,nómina,"98731,86"
123,48091,ES1983780195908001691739,nómina,"15046,28"
124,49759,ES8302563887842328663992,empresa,"83148,32"
125,46874,ES3623877150722826241911,nómina,"72713,13"
126,42869,ES1857992170543338582625,ahorro,"38783,07"
127,48170,ES4965565853828656737364,empresa,"52071,51"
128,50164,ES2143375616165694601292,ahorro,"99781,71"
129,45829,ES2714430401619975889726,empresa,"18316,71"
130,49186,ES4936158965732152950369,empresa,"64128,56"
131,54040,ES4598349067275240684233,ahorro,"84576,78"
132,46792,ES4936650793429813371879,empresa,"1651,51"
133,50750,ES9904019901034004583141,nómina,"11361,16"
134,45698,ES8026569685808707297310,ahorro,"97257,51"
135,51783,ES6629970575568447835843,nómina,"84269,92"
136,52410,ES1625839479789545803775,ahorro,"59,74"
137,53777,ES5275778841593168209441,empresa,"16696,9"
138,52107,ES2978889246602914142086,ahorro,"82885,05"
139,45498,ES9819124294395087997798,empresa,"34863,92"
140,51351,ES9541590501611074889763,ahorro,"25129,51"
141,42908,ES5030372382494722571522,ahorro,"78471,86"
142,52173,ES1074204518875040489518,ahorro,"12526,57"
143,45242,ES4851516613365063568896,ahorro,"50492,11"
144,45574,ES5372398053740323375752,empresa,"87502,25"
145,45493,ES7309600358311128608128,empresa,"32876,56"
146,47112,ES9978818805753260096322,empresa,"44254,75"
147,50624,ES1723024129150890073368,empresa,"50981,13"
148,44179,ES7216728505064086519670,empresa,36592
149,52949,ES3656444131805644878347,ahorro,"73868,49"
150,46591,ES9124233120453695668820,ahorro,"96955,28"
151,47772,ES4723341948895016070383,nómina,"8091,32"
152,46313,ES3266546670183848908038,nómina,"86201,33"
153,48568,ES5225636744041349122244,ahorro,"21047,98"
154,54443,ES4385986580144656454311,ahorro,"81311,88"
155,44152,ES2278919670875897920095,ahorro,"39372,46"
156,50033,ES5014366645863207774089,nómina,55806
157,53195,ES1813868043283304089264,empresa,"24825,19"
158,51879,ES6983520140822397044693,nómina,"28333,46"
159,45040,ES2114498997735497373821,empresa,"45499,68"
160,50330,ES6113196882145227522382,nómina,"88938,46"
161,52299,ES5147540113006321385334,empresa,"13453,19"
162,52951,ES4885598823644571137346,empresa,"13452,84"
163,43069,ES4454957292725969591964,ahorro,"94983,09"
164,44971,ES9921439012822506580580,ahorro,"221,42"
165,54276,ES2818844958994992095796,ahorro,"62188,51"
166,50331,ES8056068475967441765730,nómina,"65055,72"
167,45160,ES7140229653741709910066,empresa,"82294,58"
168,43039,ES6443574582584463747034,empresa,"19089,05"
169,48858,ES3172283121632370841203,empresa,"52975,98"
170,43224,ES4641366577125812678573,nómina,"26718,03"
171,44729,ES8284741280846009482476,nómina,"4257,51"
172,46259,ES9858479714289792096887,empresa,"86952,07"
173,46863,ES4079406049912207260754,ahorro,"74770,05"
174,49867,ES2700622394941341068272,nómina,"41536,25"
175,43062,ES1424517268218766582288,nómina,"5312,19"
176,52093,ES2875088696995501907325,empresa,"78706,44"
177,49329,ES4920865054740529184709,ahorro,"69806,36"
178,47050,ES1795695759001643688430,empresa,"34893,37"
179,43804,ES3365612491874856767798,nómina,"24689,67"
180,45469,ES2341719883077864927098,ahorro,"34049,19"
181,43541,ES2859616483950435463335,nómina,"16229,75"
182,52852,ES8475882026347424852397,nómina,"85076,28"
183,53011,ES5817921626162557828637,nómina,"95612,33"
184,46809,ES5813115032576964089259,empresa,"1102,92"
185,49324,ES5278920508542775649983,ahorro,"73946,8"
186,49229,ES4573328247286135762162,empresa,"9122,28"
187,54075,ES3199319221720188430467,nómina,"89323,17"
188,48274,ES5242799367821777098533,nómina,"69907,55"
189,53857,ES9298935213540300634405,ahorro,"12345,47"
190,53208,ES1437536906025317070274,nómina,"95921,14"
191,46583,ES8145309857016074856879,nómina,"63932,2"
192,50904,ES6912024376668614083628,nómina,"19156,79"
193,49127,ES3043109837281053221280,ahorro,"2314,51"
194,53866,ES1810183685415920404657,empresa,"37656,85"
195,46830,ES2996457308992337238016,ahorro,"67971,89"
196,51970,ES6746770798339177319830,empresa,"80659,95"
197,47261,ES2673434132547560308015,nómina,"14715,41"
198,53528,ES2193826934610100442243,nómina,"93139,99"
199,52369,ES3982564347761012815163,empresa,"23167,03"
200,45360,ES2002919344409762555078,empresa,"70249,91"
201,44846,ES7623425657635434451648,nómina,"43599,99"
202,50728,ES5139673123739768421768,ahorro,"53010,71"
203,49596,ES9961055481500684359548,ahorro,"84069,05"
204,53134,ES2726327314495939902546,nómina,"27218,4"
205,44060,ES7382304690787877657460,empresa,"91151,71"
206,50436,ES8526109408739205841194,ahorro,"93571,05"
207,51272,ES2145117695420607202792,nómina,"89036,06"
208,44063,ES1738494380424945544279,empresa,"43900,3"
209,44676,ES9318857268429111158590,ahorro,"20291,23"
210,50774,ES8811412308626669602041,empresa,"29338,7"
211,49878,ES2475634737063057273102,ahorro,"32872,92"
212,52148,ES4886584911487121841216,nómina,"30239,98"
213,42746,ES4049059872053828348093,nómina,"46901,84"
214,43533,ES3636961727426364508840,ahorro,"61985,77"
215,42790,ES5119760388288291027824,empresa,"55352,31"
216,52472,ES4449417876802142301567,nómina,"50968,41"
217,44015,ES2970642185323447421302,empresa,"34328,35"
218,46987,ES7265430234120460865977,ahorro,"8458,98"
219,54120,ES8648497894219220021928,empresa,"73780,43"
220,52185,ES8093128520555579217849,empresa,"24318,72"
221,46082,ES2170849444777764355774,ahorro,"83435,54"
222,50282,ES3075607049742765302759,empresa,"38543,33"
223,47244,ES8452069060164691894291,nómina,"14652,03"
224,45024,ES2742824552964063847368,ahorro,"51874,95"
225,50207,ES3280944512884043277016,nómina,"14177,09"
226,48224,ES8120179561771367264750,ahorro,"23991,69"
227,47164,ES5777376673551187753007,ahorro,"92272,02"
228,50433,ES3716972838124734298276,nómina,"2445,61"
229,44481,ES2593495239524927299055,nómina,"97771,29"
230,53746,ES9050559701282699948258,nómina,"8101,45"
231,45485,ES6589220586480783848314,ahorro,"76702,26"
232,45198,ES7323760682611776422655,nómina,"55296,43"
233,53312,ES2674183548908029632014,empresa,"7714,38"
234,43088,ES7126305723547126434036,ahorro,"87578,73"
235,52376,ES8257129843446628926592,ahorro,"84052,84"
236,48869,ES1038592412237084993281,nómina,"52066,88"
237,44975,ES8636242024691929878533,empresa,"14254,84"
238,48091,ES6160545733965817803313,empresa,"10875,83"
239,52961,ES5910914487376177446761,empresa,"53977,45"
240,54432,ES7698249557517896348855,ahorro,"24875,36"
241,52559,ES5262466031180231810696,nómina,"43710,05"
242,53534,ES4625652382539505372407,nómina,"70848,24"
243,50357,ES4531956504066861859123,nómina,"67858,26"
244,47879,ES3678945912148664997861,empresa,"43929,06"
245,53480,ES2564228475571298790972,ahorro,"42881,68"
246,47096,ES8741485370778689230460,nómina,"76828,04"
247,54103,ES8234720493053253825253,empresa,"99529,59"
248,45254,ES8660662411195815912225,ahorro,"70969,85"
249,49514,ES6746332344614431254006,nómina,"58500,2"
250,54474,ES6854664973303825044935,nómina,"62380,76"
251,42811,ES1126820896737802518245,ahorro,"55355,06"
252,50765,ES3351465241962319349282,nómina,"64449,59"
253,51128,ES5113387369227183558878,ahorro,"24165,4"
254,47776,ES6572306338642392100195,empresa,"29972,08"
255,49699,ES6734392077788120970223,nómina,"88433,94"
256,42985,ES1171986369581344549992,nómina,"87039,13"
257,46605,ES6301800971607433274137,nómina,"78628,75"
258,48328,ES9432010116570824810495,empresa,"46600,52"
259,44282,ES4242299896705201957375,ahorro,"5371,92"
260,46572,ES1798599406970824285855,nómina,"47102,79"
261,42803,ES1328604953248857413499,nómina,"4317,57"
262,47268,ES7202437018248208903092,ahorro,"29262,28"
263,46096,ES2543733923560091555111,nómina,"9282,11"
264,43819,ES9366377785045935700775,empresa,"67445,26"
265,53243,ES2471558962257576631235,ahorro,"47077,22"
266,47766,ES3213041908187630161326,nómina,"52668,18"
267,43745,ES2079456392063530462187,ahorro,"26565,06"
268,43187,ES4066247739935631732346,empresa,"44260,7"
269,43995,ES3278525799696225077721,empresa,"9668,4"
270,49178,ES1391663148578577682207,empresa,"82592,27"
271,45482,ES1929846827546685602090,empresa,"13371,62"
272,46719,ES2776692699196534204024,empresa,"5216,33"
273,51242,ES6611588816402435493336,nómina,"83950,74"
274,47004,ES3332316226341656145977,ahorro,"86260,26"
275,50928,ES9130012227927827714184,empresa,"52808,45"
276,52759,ES1304314739734885495283,nómina,"94154,62"
277,52801,ES8661175653190640266830,nómina,"79084,8"
278,54527,ES8096962197361702264485,empresa,"52780,89"
279,47738,ES3606528434711296635004,empresa,"84571,99"
280,47990,ES9184952715312386761441,nómina,"6701,52"
281,51755,ES1544972151176584546576,ahorro,"76108,89"
282,53857,ES6808901066143833942118,empresa,"76268,14"
283,53941,ES7594213944893979651521,ahorro,"97062,23"
284,51936,ES3437486678172878781419,ahorro,"19536,58"
285,46884,ES4241716742444280643156,ahorro,"60231,76"
286,44852,ES1222193820630331602412,ahorro,"84432,13"
287,50952,ES3533642051852524342154,nómina,"33726,59"
288,49886,ES5496456608991286504713,nómina,"29956,41"
289,49125,ES7900751605519298272662,ahorro,"29388,77"
290,54519,ES5836816850107178253864,empresa,"93806,84"
291,54358,ES7355826066238142798921,ahorro,"82668,81"
292,48726,ES2763230307829734232908,empresa,"30896,16"
293,45619,ES5524933456630876611832,nómina,"13601,71"
294,51534,ES7941449570541298379550,nómina,"65865,1"
295,46518,ES5188618927124568871319,nómina,76557
296,44066,ES4058557059356211784793,ahorro,"79849,29"
297,46508,ES1854025132717892503660,empresa,"91348,62"
298,45731,ES4641131741620125558677,empresa,"83388,33"
299,51645,ES9665745726728046729634,ahorro,"35835,55"
300,47007,ES7043567896199710272021,ahorro,"913,52"
301,44221,ES7621535643549276278609,empresa,"74271,56"
302,49908,ES3974039847638922984826,ahorro,"17348,16"
303,42850,ES5398066925756581519237,ahorro,"54268,23"
304,48582,ES5962778462208952717350,ahorro,"25384,32"
305,48304,ES6395576208340973512175,empresa,"36635,19"
306,44573,ES9635932012370463196563,empresa,"35669,97"
307,47639,ES3729293419941567555428,empresa,"66359,39"
308,53829,ES7508172111793619256253,empresa,"42623,38"
309,50811,ES2172401535883573408159,nómina,"88012,7"
310,53507,ES6513638927948397327812,nómina,"88446,7"
311,45245,ES3063084641057121449122,nómina,"27124,06"
312,53354,ES5043334924963637143126,ahorro,"97103,08"
313,47541,ES2016578157547550716938,ahorro,"58395,41"
314,48875,ES8769900732420497242736,empresa,"1964,63"
315,53785,ES4841803625023669958359,empresa,"30372,71"
316,51966,ES7000832845204975477196,nómina,"8336,72"
317,47172,ES4868457288783779140191,ahorro,"29295,15"
318,53927,ES3725123199842547070637,ahorro,"77882,8"
319,49123,ES2845921642129853104017,nómina,"68713,58"
320,51702,ES9221135695889432986040,ahorro,"48471,01"
321,44247,ES5981066755680190065093,empresa,"72353,75"
322,53027,ES7063116743558123419300,ahorro,"24219,28"
323,44680,ES4514629348913698247830,ahorro,"85335,71"
324,49087,ES9920054663235921776342,ahorro,23594
325,46805,ES3944828890341772825249,empresa,"2634,89"
326,48829,ES4871610458668956886913,ahorro,"45992,25"
327,53343,ES2389345165493844014408,empresa,"67696,38"
328,45897,ES7803323360664069173561,nómina,"10761,39"
329,53827,ES5253599655470755397089,empresa,"38439,19"
330,44030,ES3742114442128163096294,ahorro,"25464,42"
331,48591,ES4008188282290178794439,nómina,"65043,14"
332,53382,ES3825240357237683244954,nómina,"93356,68"
333,46385,ES7754145701862068918765,nómina,"35564,87"
334,54647,ES8335009730171677074007,empresa,"31161,75"
335,47982,ES8352622370487160893892,ahorro,"94277,3"
336,51044,ES5273913941900730513207,nómina,"64047,07"
337,52048,ES3402673327557886784532,ahorro,"71366,02"
338,42945,ES2626503681370586097534,nómina,"42691,31"
339,42946,ES5891864415703555009196,nómina,"24174,25"
340,54073,ES7969926402167579220107,nómina,"20561,17"
341,50633,ES1555474184410755308607,empresa,"91520,79"
342,42996,ES6117536572602980046998,ahorro,"3292,55"
343,54363,ES8910094949250473501684,empresa,"90480,37"
344,46961,ES7530811400878873673060,ahorro,"1040,22"
345,51596,ES9888321610770583002270,nómina,"14988,22"
346,50840,ES2573187349442854562654,ahorro,"45265,17"
347,52858,ES1787106659384873296549,nómina,"31775,2"
348,47813,ES1136775300018952429187,nómina,"52081,48"
349,46462,ES7035488127366842954656,ahorro,"5767,66"
350,47486,ES2675911684699452565208,empresa,"81335,03"
351,48277,ES1963109008213434549195,ahorro,"43559,4"
352,53212,ES1927331668630270845025,ahorro,"73976,51"
353,43494,ES6629380766826489377066,empresa,"67998,57"
354,45403,ES2837523586769589515866,empresa,"96487,84"
355,49160,ES1391500471922928202238,empresa,"5079,22"
356,54460,ES9353106224729381013192,nómina,"90485,77"
357,50998,ES4499167212470356920948,ahorro,"45419,11"
358,44650,ES7994260653540131410845,nómina,"2165,76"
359,53739,ES2036498823970813194701,nómina,"61177,27"
360,44346,ES3305194753935022613739,ahorro,"80434,19"
361,43576,ES2550465045020342902343,empresa,"88951,56"
362,44948,ES7511510186278238719520,ahorro,"68392,46"
363,52152,ES8517629320961184161223,empresa,"29622,1"
364,47472,ES8475603262103077902701,nómina,"93247,77"
365,44055,ES5747928373293800039542,nómina,"97710,95"
366,51126,ES3465084445663257568185,empresa,"98725,7"
367,51857,ES2360949092447399040179,nómina,"5753,09"
368,46232,ES4574586639721004860049,nómina,"95094,79"
369,52866,ES4742245556002473715549,empresa,"35045,62"
370,54219,ES4810673044231427777392,ahorro,"84494,69"
371,47535,ES9925361917476829656334,ahorro,"92165,49"
372,52284,ES1377171502119674650155,empresa,"99640,95"
373,48503,ES5852363194569713325418,empresa,"39161,42"
374,46988,ES7329836774723007834576,nómina,"82319,78"
375,43575,ES6697529843913625969533,nómina,"77823,38"
376,49912,ES3548799136412174382736,nómina,"17759,55"
377,49271,ES1570363481547235874901,nómina,"23266,88"
378,52014,ES8543862104448334598781,empresa,"92100,69"
379,50019,ES8287241858955367813606,nómina,"7906,27"
380,48981,ES8294081654693346366868,nómina,"34007,36"
381,44373,ES2313552749510492221046,nómina,"31977,91"
382,52161,ES4542664776246971309315,empresa,"953,87"
383,46739,ES1011599526822735740809,empresa,"60492,39"
384,54041,ES8383543899746123938206,empresa,"2142,75"
385,46540,ES5845532880519681578491,nómina,"81716,14"
386,50347,ES6268679691237233312556,empresa,"26448,04"
387,45115,ES5234457621119542847203,ahorro,"92362,11"
388,52941,ES9853232303620538911442,ahorro,"42133,75"
389,42838,ES4456691988295192378270,ahorro,"72194,45"
390,50461,ES8009333216705948429410,ahorro,"68584,64"
391,51537,ES5038664177324754921062,nómina,"17964,27"
392,52838,ES1585706893368897910028,empresa,"49449,2"
393,53419,ES8490616758642694518590,ahorro,"20472,3"
394,53016,ES8038980492677037677609,ahorro,"19345,78"
395,45190,ES7896815881772849480481,nómina,"17724,65"
396,53383,ES1763929204186563884449,nómina,"31286,61"
397,50847,ES2378366758820747627340,ahorro,"81939,66"
398,45894,ES9222855223558653115487,ahorro,"86317,63"
399,45257,ES9999538347666542089876,ahorro,"10675,2"
400,53271,ES7853487887553750452779,ahorro,"8427,59"
401,42975,ES1692826160545751041122,ahorro,"94089,63"
402,42777,ES1233924567997857443484,ahorro,"82089,98"
403,53932,ES1966087167862298074421,nómina,"29122,74"
404,44674,ES5910644744443782869413,nómina,"35182,43"
405,47077,ES5585829267268995098289,nómina,"19911,23"
406,52910,ES3057670505722754096285,nómina,"58354,61"
407,53267,ES3587061217613017113315,ahorro,"83109,62"
408,42802,ES2561815680756762474542,empresa,"73877,29"
409,50707,ES2097542254558378815406,empresa,"88848,3"
410,44552,ES9023945795232213391545,empresa,"67066,07"
411,52204,ES5941667906691095678227,nómina,"39389,55"
412,45843,ES5125014921990557886659,nómina,"44084,66"
413,51112,ES1487856096606483155892,ahorro,"21363,92"
414,54281,ES1685286626074762453188,ahorro,"7110,25"
415,48184,ES1287444465298114020173,empresa,"99701,39"
416,51505,ES3459484446641638198820,ahorro,"50362,24"
417,52721,ES5951983059748040691179,nómina,"42119,12"
418,49416,ES7372016826591252266096,nómina,"68424,31"
419,51737,ES3090811386630672570376,empresa,"7292,1"
420,45398,ES6006274935742643727896,ahorro,"9065,73"
421,43142,ES8351687882264471856093,empresa,"65960,24"
422,45593,ES9828654908563073036224,nómina,"32965,24"
423,45634,ES8381775239425910464653,ahorro,"9079,71"
424,50573,ES3393274344953959175502,empresa,"43246,1"
425,51763,ES8399115001877518637976,empresa,"97742,01"
426,44509,ES4402481012787492473841,empresa,"74528,58"
427,43924,ES2008823221473483557755,ahorro,"11158,26"
428,44735,ES1553129968532394617171,ahorro,"18029,52"
429,44284,ES9675028880143730963718,ahorro,"46637,11"
430,43495,ES1510121361483086487479,empresa,"61765,66"
431,48479,ES7468703207460033560676,nómina,"46015,45"
432,52528,ES9324561795429105885604,ahorro,"36718,13"
433,50440,ES5379023365334412168621,nómina,"20549,43"
434,51250,ES6263873589931689557113,nómina,"88522,74"
435,53198,ES5707930267644612045697,ahorro,"84930,36"
436,50908,ES2597504655809750481007,ahorro,"95326,73"
437,42788,ES9699196557676513795798,ahorro,"36574,33"
438,44327,ES5541967132997350637140,nómina,"152,39"
439,51091,ES6571299045720969138712,ahorro,"91349,14"
440,48566,ES4486899040617411406038,empresa,"83211,9"
441,49099,ES9624653636781745912893,nómina,"25451,56"
442,47786,ES7073068375013731124339,ahorro,"95584,74"
443,53244,ES4497707996377323398887,nómina,"80088,23"
444,48154,ES9722044419578567071926,ahorro,"41020,6"
445,51775,ES6652495407080297038314,empresa,"31397,2"
446,44887,ES3612859574553443971166,ahorro,"39779,6"
447,44750,ES5144747029067067117932,nómina,"41552,95"
448,48999,ES7465697999141972967146,nómina,"53873,7"
449,48956,ES2636454047298618111583,ahorro,"11104,15"
450,43511,ES6914948838988591320124,ahorro,"65981,73"
451,45001,ES5769516542423273568184,ahorro,"76887,51"
452,53492,ES3107512703716509644172,empresa,"86298,27"
453,51881,ES5127238778551023566051,empresa,"61399,71"
454,45335,ES5591990580737023992200,empresa,"98360,51"
455,48079,ES4008836343679293065172,nómina,"61705,57"
456,49912,ES9830789307583119808769,empresa,"35915,28"
457,49509,ES3348965692610955942171,nómina,"90115,6"
458,45532,ES1262370873010870695316,nómina,"9766,91"
459,54632,ES3638821570506970092580,nómina,"2648,19"
460,48360,ES1621547270590679482242,empresa,"47269,55"
461,52101,ES2067085775765017018849,ahorro,"54557,43"
462,43573,ES3823479532457766062469,nómina,"99552,58"
463,50126,ES1013576675543980551338,empresa,"22247,13"
464,49722,ES2781514022078351830849,nómina,"48881,42"
465,45957,ES4409777535025263465394,ahorro,"14200,6"
466,45539,ES5149222339607122373922,nómina,"14395,14"
467,46275,ES1182433107332198852517,ahorro,"78549,7"
468,46273,ES5494372657499465949072,ahorro,"69709,73"
469,49075,ES4011668053556191432180,nómina,"49482,54"
470,48078,ES1331310203212792709069,ahorro,"91341,67"
471,51176,ES2550658312676104947225,nómina,"76531,89"
472,44076,ES1595742444728196294436,ahorro,"52125,7"
473,46502,ES6872638258764047535002,empresa,"44447,78"
474,46480,ES5797779812124918501901,ahorro,"70247,11"
475,43717,ES1108696863467494107277,nómina,"95445,84"
476,54524,ES5153367812442162451803,ahorro,"75242,42"
477,47158,ES6061046672842171291736,empresa,"97370,96"
478,53169,ES6370439138938699933169,nómina,"92673,1"
479,49786,ES2418673845117261235949,nómina,"53407,97"
480,44274,ES6337015714925512249821,nómina,"45081,57"
481,53083,ES7130563054657995573365,ahorro,"7229,65"
482,52577,ES6768107243319816705511,empresa,"94966,08"
483,45874,ES5293904393359066607593,nómina,"75473,64"
484,52237,ES3036996210411277305266,nómina,"25310,68"
485,50803,ES9428148075988836227113,ahorro,"42658,07"
486,43016,ES6742100292683538472187,empresa,"99397,95"
487,46328,ES1956136863161557885118,empresa,"21981,48"
488,46748,ES1687713001022092011110,ahorro,"24378,35"
489,45776,ES5212174700409026037497,empresa,"40009,25"
490,45979,ES7969883919039392953395,ahorro,"80296,42"
491,48617,ES2371993586255394257748,nómina,"14069,75"
492,43152,ES3013215582915869252826,nómina,"23324,36"
493,44989,ES3042449472475488380569,ahorro,"53502,85"
494,47927,ES1268581955890587744947,ahorro,"42074,65"
495,46502,ES6343718337380922703896,ahorro,"33713,77"
496,42791,ES4644748944751796838666,nómina,"39406,15"
497,52736,ES9884503859163242915132,empresa,"65931,31"
498,44316,ES9784668410932349184169,ahorro,"82567,57"
499,52855,ES4660832418717243010446,empresa,"1469,33"
500,52915,ES1514545679710314702268,nómina,"86923,76"
501,54411,ES6396751019079954496651,nómina,"88448,04"
502,50086,ES9569665037287027875052,ahorro,"82310,74"
503,48647,ES5669250295661373254646,empresa,"76212,45"
504,51549,ES9457132408852226509889,nómina,"22640,44"
505,45462,ES8495347091520854852869,nómina,"7496,69"
506,52377,ES7650361065890767057218,empresa,"12770,8"
507,51495,ES9221619155577154476037,ahorro,"82208,06"
508,47273,ES3523148444032084433198,ahorro,"64804,54"
509,44098,ES4938673181801394411143,nómina,"93055,34"
510,43589,ES4684975006535303338714,ahorro,"9747,56"
